Size of finetuning dataset: 16947
{'loss': 0.0281, 'grad_norm': 0.001059519243426621, 'learning_rate': 9.952796790181732e-07, 'rewards/chosen': 4.168478488922119, 'rewards/rejected': -4.117368698120117, 'rewards/accuracies': 0.9900000095367432, 'rewards/margins': 8.285846710205078, 'logps/chosen': -16.11231231689453, 'logps/rejected': -300.60137939453125, 'logits/chosen': -0.7792966961860657, 'logits/rejected': 2.430508613586426, 'epoch': 0.02}
{'loss': 0.0, 'grad_norm': 5.636344169168694e-10, 'learning_rate': 6.837384942176068e-07, 'rewards/chosen': 5.708967208862305, 'rewards/rejected': -27.218341827392578, 'rewards/accuracies': 1.0, 'rewards/margins': 32.92730712890625, 'logps/chosen': -0.9573922753334045, 'logps/rejected': -545.642822265625, 'logits/chosen': -4.033439636230469, 'logits/rejected': -0.2674206793308258, 'epoch': 1.58}
{'loss': 0.0, 'grad_norm': 4.508670346792254e-12, 'learning_rate': 6.7901817323578e-07, 'rewards/chosen': 5.6965508460998535, 'rewards/rejected': -27.63738250732422, 'rewards/accuracies': 1.0, 'rewards/margins': 33.33393096923828, 'logps/chosen': -0.9961299300193787, 'logps/rejected': -544.35888671875, 'logits/chosen': -4.046125888824463, 'logits/rejected': -0.23534072935581207, 'epoch': 1.6}
{'loss': 0.0, 'grad_norm': 1.3848074909006414e-09, 'learning_rate': 6.742978522539532e-07, 'rewards/chosen': 5.697540760040283, 'rewards/rejected': -27.253690719604492, 'rewards/accuracies': 1.0, 'rewards/margins': 32.95123291015625, 'logps/chosen': -0.7051304578781128, 'logps/rejected': -541.0618896484375, 'logits/chosen': -4.080521106719971, 'logits/rejected': -0.2557218074798584, 'epoch': 1.63}
{'loss': 0.0, 'grad_norm': 1.0230502426114563e-12, 'learning_rate': 6.695775312721264e-07, 'rewards/chosen': 5.6831488609313965, 'rewards/rejected': -27.4012393951416, 'rewards/accuracies': 1.0, 'rewards/margins': 33.084388732910156, 'logps/chosen': -0.9156444072723389, 'logps/rejected': -544.091552734375, 'logits/chosen': -4.064619541168213, 'logits/rejected': -0.24429203569889069, 'epoch': 1.65}
{'loss': 0.0, 'grad_norm': 2.7898471088860788e-08, 'learning_rate': 6.648572102902998e-07, 'rewards/chosen': 5.696903228759766, 'rewards/rejected': -27.91290855407715, 'rewards/accuracies': 1.0, 'rewards/margins': 33.60980987548828, 'logps/chosen': -0.9273504614830017, 'logps/rejected': -556.25634765625, 'logits/chosen': -4.086738109588623, 'logits/rejected': -0.2867373526096344, 'epoch': 1.68}
{'loss': 0.0, 'grad_norm': 1.5999222779949918e-10, 'learning_rate': 6.60136889308473e-07, 'rewards/chosen': 5.699228286743164, 'rewards/rejected': -28.165983200073242, 'rewards/accuracies': 1.0, 'rewards/margins': 33.865211486816406, 'logps/chosen': -0.8866119384765625, 'logps/rejected': -569.624267578125, 'logits/chosen': -4.070578098297119, 'logits/rejected': -0.2803806960582733, 'epoch': 1.7}
{'loss': 0.0, 'grad_norm': 1.5474956427397046e-08, 'learning_rate': 6.554165683266462e-07, 'rewards/chosen': 5.695148944854736, 'rewards/rejected': -27.753406524658203, 'rewards/accuracies': 1.0, 'rewards/margins': 33.44855499267578, 'logps/chosen': -0.9048810005187988, 'logps/rejected': -555.7218627929688, 'logits/chosen': -4.044116973876953, 'logits/rejected': -0.31756070256233215, 'epoch': 1.72}
{'loss': 0.0, 'grad_norm': 9.958155041669622e-14, 'learning_rate': 6.506962473448194e-07, 'rewards/chosen': 5.723767280578613, 'rewards/rejected': -27.90949058532715, 'rewards/accuracies': 1.0, 'rewards/margins': 33.63325500488281, 'logps/chosen': -0.6657169461250305, 'logps/rejected': -552.9542236328125, 'logits/chosen': -4.109033107757568, 'logits/rejected': -0.3493219017982483, 'epoch': 1.75}
{'loss': 0.0, 'grad_norm': 2.554203888394113e-07, 'learning_rate': 6.459759263629926e-07, 'rewards/chosen': 5.724543571472168, 'rewards/rejected': -27.912853240966797, 'rewards/accuracies': 1.0, 'rewards/margins': 33.63739776611328, 'logps/chosen': -0.8322694301605225, 'logps/rejected': -553.645263671875, 'logits/chosen': -4.111565589904785, 'logits/rejected': -0.33538272976875305, 'epoch': 1.77}
{'loss': 0.0, 'grad_norm': 8.002677964746852e-10, 'learning_rate': 6.412556053811659e-07, 'rewards/chosen': 5.7158203125, 'rewards/rejected': -27.631986618041992, 'rewards/accuracies': 1.0, 'rewards/margins': 33.34780502319336, 'logps/chosen': -0.9585822224617004, 'logps/rejected': -552.3568725585938, 'logits/chosen': -4.0831074714660645, 'logits/rejected': -0.32263100147247314, 'epoch': 1.79}
{'loss': 0.0, 'grad_norm': 0.00016814623086247593, 'learning_rate': 6.365352843993391e-07, 'rewards/chosen': 5.716538906097412, 'rewards/rejected': -28.021137237548828, 'rewards/accuracies': 1.0, 'rewards/margins': 33.737674713134766, 'logps/chosen': -0.8255792856216431, 'logps/rejected': -546.30126953125, 'logits/chosen': -4.108944892883301, 'logits/rejected': -0.40616118907928467, 'epoch': 1.82}
{'loss': 0.0, 'grad_norm': 2.046829816748641e-09, 'learning_rate': 6.318149634175124e-07, 'rewards/chosen': 5.663077354431152, 'rewards/rejected': -28.579051971435547, 'rewards/accuracies': 1.0, 'rewards/margins': 34.242130279541016, 'logps/chosen': -1.0620543956756592, 'logps/rejected': -553.0852661132812, 'logits/chosen': -4.132711410522461, 'logits/rejected': -0.40841537714004517, 'epoch': 1.84}
{'loss': 0.0, 'grad_norm': 3.544788351739214e-10, 'learning_rate': 6.270946424356855e-07, 'rewards/chosen': 5.711987495422363, 'rewards/rejected': -28.855134963989258, 'rewards/accuracies': 1.0, 'rewards/margins': 34.56712341308594, 'logps/chosen': -0.8695294260978699, 'logps/rejected': -566.6326293945312, 'logits/chosen': -4.150008678436279, 'logits/rejected': -0.3342621624469757, 'epoch': 1.86}
{'loss': 0.0, 'grad_norm': 4.3965071166995884e-11, 'learning_rate': 6.223743214538588e-07, 'rewards/chosen': 5.701442718505859, 'rewards/rejected': -29.3084774017334, 'rewards/accuracies': 1.0, 'rewards/margins': 35.00992202758789, 'logps/chosen': -0.9092395901679993, 'logps/rejected': -577.2021484375, 'logits/chosen': -4.138564586639404, 'logits/rejected': -0.3648183345794678, 'epoch': 1.89}
{'loss': 0.0, 'grad_norm': 4.93244001198434e-10, 'learning_rate': 6.176540004720321e-07, 'rewards/chosen': 5.701372146606445, 'rewards/rejected': -28.582063674926758, 'rewards/accuracies': 1.0, 'rewards/margins': 34.28343200683594, 'logps/chosen': -1.040836215019226, 'logps/rejected': -554.6095581054688, 'logits/chosen': -4.144896507263184, 'logits/rejected': -0.41288262605667114, 'epoch': 1.91}
{'loss': 0.0, 'grad_norm': 8.317584468398032e-12, 'learning_rate': 6.129336794902054e-07, 'rewards/chosen': 5.710887908935547, 'rewards/rejected': -29.094032287597656, 'rewards/accuracies': 1.0, 'rewards/margins': 34.80491638183594, 'logps/chosen': -0.7890108227729797, 'logps/rejected': -556.8924560546875, 'logits/chosen': -4.159275531768799, 'logits/rejected': -0.39212849736213684, 'epoch': 1.94}
{'loss': 0.0, 'grad_norm': 1.1272963118535984e-10, 'learning_rate': 6.082133585083785e-07, 'rewards/chosen': 5.708905220031738, 'rewards/rejected': -29.236099243164062, 'rewards/accuracies': 1.0, 'rewards/margins': 34.94500732421875, 'logps/chosen': -0.9517558813095093, 'logps/rejected': -576.7344970703125, 'logits/chosen': -4.139822483062744, 'logits/rejected': -0.365205854177475, 'epoch': 1.96}
{'loss': 0.0, 'grad_norm': 5.385685426517739e-07, 'learning_rate': 6.034930375265517e-07, 'rewards/chosen': 5.725619316101074, 'rewards/rejected': -29.53827667236328, 'rewards/accuracies': 1.0, 'rewards/margins': 35.26389694213867, 'logps/chosen': -0.7823938131332397, 'logps/rejected': -575.9767456054688, 'logits/chosen': -4.142655849456787, 'logits/rejected': -0.4534439444541931, 'epoch': 1.98}
{'loss': 0.0, 'grad_norm': 1.6126138618899333e-11, 'learning_rate': 5.987727165447251e-07, 'rewards/chosen': 5.699976921081543, 'rewards/rejected': -28.66144561767578, 'rewards/accuracies': 1.0, 'rewards/margins': 34.361419677734375, 'logps/chosen': -0.9735195636749268, 'logps/rejected': -557.4107666015625, 'logits/chosen': -4.152835845947266, 'logits/rejected': -0.4179583787918091, 'epoch': 2.01}
{'loss': 0.0, 'grad_norm': 6.903826902521226e-12, 'learning_rate': 5.940523955628982e-07, 'rewards/chosen': 5.703707218170166, 'rewards/rejected': -30.036880493164062, 'rewards/accuracies': 1.0, 'rewards/margins': 35.7405891418457, 'logps/chosen': -0.8666856288909912, 'logps/rejected': -570.5506591796875, 'logits/chosen': -4.1498637199401855, 'logits/rejected': -0.4818797707557678, 'epoch': 2.03}
{'loss': 0.0, 'grad_norm': 4.127515218499411e-09, 'learning_rate': 5.893320745810715e-07, 'rewards/chosen': 5.6716084480285645, 'rewards/rejected': -28.76618194580078, 'rewards/accuracies': 1.0, 'rewards/margins': 34.43778991699219, 'logps/chosen': -1.1022893190383911, 'logps/rejected': -559.314697265625, 'logits/chosen': -4.131864547729492, 'logits/rejected': -0.39436614513397217, 'epoch': 2.05}
{'loss': 0.0, 'grad_norm': 1.9623811464697383e-09, 'learning_rate': 5.846117535992447e-07, 'rewards/chosen': 5.6919426918029785, 'rewards/rejected': -29.4224796295166, 'rewards/accuracies': 1.0, 'rewards/margins': 35.11442565917969, 'logps/chosen': -0.9736028909683228, 'logps/rejected': -574.0505981445312, 'logits/chosen': -4.150590896606445, 'logits/rejected': -0.37481066584587097, 'epoch': 2.08}
{'loss': 0.0, 'grad_norm': 3.232373257944232e-09, 'learning_rate': 5.798914326174179e-07, 'rewards/chosen': 5.7309465408325195, 'rewards/rejected': -29.474903106689453, 'rewards/accuracies': 1.0, 'rewards/margins': 35.205848693847656, 'logps/chosen': -0.7811903953552246, 'logps/rejected': -566.1510009765625, 'logits/chosen': -4.171255111694336, 'logits/rejected': -0.4225299060344696, 'epoch': 2.1}
{'loss': 0.0, 'grad_norm': 1.6764425936344196e-07, 'learning_rate': 5.751711116355912e-07, 'rewards/chosen': 5.711430549621582, 'rewards/rejected': -29.353418350219727, 'rewards/accuracies': 1.0, 'rewards/margins': 35.064849853515625, 'logps/chosen': -0.9981605410575867, 'logps/rejected': -562.8651733398438, 'logits/chosen': -4.184044361114502, 'logits/rejected': -0.4543026387691498, 'epoch': 2.12}
{'loss': 0.0, 'grad_norm': 2.7303023730773646e-10, 'learning_rate': 5.704507906537645e-07, 'rewards/chosen': 5.692925930023193, 'rewards/rejected': -29.89434051513672, 'rewards/accuracies': 1.0, 'rewards/margins': 35.58726501464844, 'logps/chosen': -1.0165308713912964, 'logps/rejected': -567.3319702148438, 'logits/chosen': -4.149880886077881, 'logits/rejected': -0.36496657133102417, 'epoch': 2.15}
{'loss': 0.0, 'grad_norm': 4.7940294095605296e-11, 'learning_rate': 5.657304696719377e-07, 'rewards/chosen': 5.710972785949707, 'rewards/rejected': -29.559497833251953, 'rewards/accuracies': 1.0, 'rewards/margins': 35.270469665527344, 'logps/chosen': -0.9113618731498718, 'logps/rejected': -572.2073974609375, 'logits/chosen': -4.178494930267334, 'logits/rejected': -0.42524659633636475, 'epoch': 2.17}
{'loss': 0.0, 'grad_norm': 9.20984533081537e-09, 'learning_rate': 5.610101486901109e-07, 'rewards/chosen': 5.718852996826172, 'rewards/rejected': -29.945335388183594, 'rewards/accuracies': 1.0, 'rewards/margins': 35.664188385009766, 'logps/chosen': -0.8638022541999817, 'logps/rejected': -571.3760375976562, 'logits/chosen': -4.185837745666504, 'logits/rejected': -0.4338557720184326, 'epoch': 2.19}
{'loss': 0.0, 'grad_norm': 2.4353403408478025e-12, 'learning_rate': 5.562898277082841e-07, 'rewards/chosen': 5.699440956115723, 'rewards/rejected': -30.026445388793945, 'rewards/accuracies': 1.0, 'rewards/margins': 35.72588348388672, 'logps/chosen': -0.7881346940994263, 'logps/rejected': -583.1900024414062, 'logits/chosen': -4.1980485916137695, 'logits/rejected': -0.4473439157009125, 'epoch': 2.22}
{'loss': 0.0, 'grad_norm': 2.8050450850969355e-10, 'learning_rate': 5.515695067264575e-07, 'rewards/chosen': 5.700230121612549, 'rewards/rejected': -30.199600219726562, 'rewards/accuracies': 1.0, 'rewards/margins': 35.89982986450195, 'logps/chosen': -0.9953083992004395, 'logps/rejected': -579.533447265625, 'logits/chosen': -4.1750078201293945, 'logits/rejected': -0.45965370535850525, 'epoch': 2.24}
{'loss': 0.0, 'grad_norm': 4.229237877332974e-14, 'learning_rate': 5.468491857446306e-07, 'rewards/chosen': 5.714107036590576, 'rewards/rejected': -30.157669067382812, 'rewards/accuracies': 1.0, 'rewards/margins': 35.87177658081055, 'logps/chosen': -0.8281394243240356, 'logps/rejected': -573.872802734375, 'logits/chosen': -4.184588432312012, 'logits/rejected': -0.4792037904262543, 'epoch': 2.27}
{'loss': 0.0, 'grad_norm': 2.6957184314641003e-12, 'learning_rate': 5.421288647628038e-07, 'rewards/chosen': 5.704826831817627, 'rewards/rejected': -29.810630798339844, 'rewards/accuracies': 1.0, 'rewards/margins': 35.51545333862305, 'logps/chosen': -0.8869651556015015, 'logps/rejected': -568.197509765625, 'logits/chosen': -4.204408645629883, 'logits/rejected': -0.47575896978378296, 'epoch': 2.29}
{'loss': 0.0, 'grad_norm': 1.1414780374252587e-06, 'learning_rate': 5.374085437809771e-07, 'rewards/chosen': 5.690159320831299, 'rewards/rejected': -30.051795959472656, 'rewards/accuracies': 1.0, 'rewards/margins': 35.74195861816406, 'logps/chosen': -0.9505112171173096, 'logps/rejected': -577.3179321289062, 'logits/chosen': -4.195885181427002, 'logits/rejected': -0.41193363070487976, 'epoch': 2.31}
{'loss': 0.0, 'grad_norm': 2.3877916310866e-10, 'learning_rate': 5.326882227991502e-07, 'rewards/chosen': 5.724888324737549, 'rewards/rejected': -29.951440811157227, 'rewards/accuracies': 1.0, 'rewards/margins': 35.676326751708984, 'logps/chosen': -0.7839056253433228, 'logps/rejected': -570.0457153320312, 'logits/chosen': -4.206262111663818, 'logits/rejected': -0.4508994221687317, 'epoch': 2.34}
{'loss': 0.0, 'grad_norm': 2.0061044492258873e-10, 'learning_rate': 5.279679018173236e-07, 'rewards/chosen': 5.717963695526123, 'rewards/rejected': -30.579364776611328, 'rewards/accuracies': 1.0, 'rewards/margins': 36.297325134277344, 'logps/chosen': -0.8767479658126831, 'logps/rejected': -580.712646484375, 'logits/chosen': -4.197722911834717, 'logits/rejected': -0.5203328132629395, 'epoch': 2.36}
{'loss': 0.0, 'grad_norm': 1.1861223808695698e-11, 'learning_rate': 5.232475808354968e-07, 'rewards/chosen': 5.708497524261475, 'rewards/rejected': -30.260662078857422, 'rewards/accuracies': 1.0, 'rewards/margins': 35.969154357910156, 'logps/chosen': -0.9986045360565186, 'logps/rejected': -577.0853881835938, 'logits/chosen': -4.208479404449463, 'logits/rejected': -0.5326038599014282, 'epoch': 2.38}
{'loss': 0.0, 'grad_norm': 2.1740317879270776e-12, 'learning_rate': 5.185272598536701e-07, 'rewards/chosen': 5.704246997833252, 'rewards/rejected': -30.35761070251465, 'rewards/accuracies': 1.0, 'rewards/margins': 36.06185531616211, 'logps/chosen': -1.234001874923706, 'logps/rejected': -582.1757202148438, 'logits/chosen': -4.195874214172363, 'logits/rejected': -0.4271533191204071, 'epoch': 2.41}
{'loss': 0.0, 'grad_norm': 3.883832977447099e-10, 'learning_rate': 5.138069388718432e-07, 'rewards/chosen': 5.707735538482666, 'rewards/rejected': -30.6159725189209, 'rewards/accuracies': 1.0, 'rewards/margins': 36.323707580566406, 'logps/chosen': -0.8614197373390198, 'logps/rejected': -579.10009765625, 'logits/chosen': -4.210686683654785, 'logits/rejected': -0.5640884637832642, 'epoch': 2.43}
{'loss': 0.0, 'grad_norm': 3.92365619161783e-11, 'learning_rate': 5.090866178900165e-07, 'rewards/chosen': 5.689257621765137, 'rewards/rejected': -30.20578384399414, 'rewards/accuracies': 1.0, 'rewards/margins': 35.89503860473633, 'logps/chosen': -0.983930766582489, 'logps/rejected': -566.9276123046875, 'logits/chosen': -4.196995258331299, 'logits/rejected': -0.5426080822944641, 'epoch': 2.45}
{'loss': 0.0, 'grad_norm': 8.6297220036613e-08, 'learning_rate': 5.043662969081898e-07, 'rewards/chosen': 5.684537410736084, 'rewards/rejected': -30.15277862548828, 'rewards/accuracies': 1.0, 'rewards/margins': 35.837318420410156, 'logps/chosen': -0.8485954999923706, 'logps/rejected': -564.0136108398438, 'logits/chosen': -4.215774059295654, 'logits/rejected': -0.43692344427108765, 'epoch': 2.48}
{'loss': 0.0, 'grad_norm': 1.189776575871715e-11, 'learning_rate': 4.996459759263629e-07, 'rewards/chosen': 5.708632946014404, 'rewards/rejected': -30.451574325561523, 'rewards/accuracies': 1.0, 'rewards/margins': 36.16020965576172, 'logps/chosen': -0.8916680812835693, 'logps/rejected': -572.544189453125, 'logits/chosen': -4.2103118896484375, 'logits/rejected': -0.5715662837028503, 'epoch': 2.5}
{'loss': 0.0, 'grad_norm': 2.4409274548711866e-15, 'learning_rate': 4.949256549445362e-07, 'rewards/chosen': 5.689058303833008, 'rewards/rejected': -30.69552230834961, 'rewards/accuracies': 1.0, 'rewards/margins': 36.384578704833984, 'logps/chosen': -1.1398338079452515, 'logps/rejected': -576.2410278320312, 'logits/chosen': -4.22120475769043, 'logits/rejected': -0.6205541491508484, 'epoch': 2.53}
{'loss': 0.0, 'grad_norm': 1.662694010251542e-10, 'learning_rate': 4.902053339627094e-07, 'rewards/chosen': 5.698126792907715, 'rewards/rejected': -31.63489532470703, 'rewards/accuracies': 1.0, 'rewards/margins': 37.33302307128906, 'logps/chosen': -0.881802499294281, 'logps/rejected': -599.6480712890625, 'logits/chosen': -4.25388765335083, 'logits/rejected': -0.5931450724601746, 'epoch': 2.55}
{'loss': 0.0, 'grad_norm': 3.3515741293399515e-09, 'learning_rate': 4.854850129808827e-07, 'rewards/chosen': 5.739284515380859, 'rewards/rejected': -31.964920043945312, 'rewards/accuracies': 1.0, 'rewards/margins': 37.70420455932617, 'logps/chosen': -0.8078062534332275, 'logps/rejected': -599.9791870117188, 'logits/chosen': -4.2341837882995605, 'logits/rejected': -0.5388189554214478, 'epoch': 2.57}
{'loss': 0.0, 'grad_norm': 1.0464049182701274e-06, 'learning_rate': 4.807646919990559e-07, 'rewards/chosen': 5.713740825653076, 'rewards/rejected': -31.91979217529297, 'rewards/accuracies': 1.0, 'rewards/margins': 37.6335334777832, 'logps/chosen': -0.9503618478775024, 'logps/rejected': -603.2998657226562, 'logits/chosen': -4.2859272956848145, 'logits/rejected': -0.5793176889419556, 'epoch': 2.6}
{'loss': 0.0, 'grad_norm': 1.3888873162670734e-08, 'learning_rate': 4.7604437101722917e-07, 'rewards/chosen': 5.6962056159973145, 'rewards/rejected': -32.1363639831543, 'rewards/accuracies': 1.0, 'rewards/margins': 37.83256530761719, 'logps/chosen': -1.0018622875213623, 'logps/rejected': -595.5458984375, 'logits/chosen': -4.267587661743164, 'logits/rejected': -0.5356574654579163, 'epoch': 2.62}
{'loss': 0.0, 'grad_norm': 3.808992232734454e-09, 'learning_rate': 4.7132405003540237e-07, 'rewards/chosen': 5.725701332092285, 'rewards/rejected': -31.823156356811523, 'rewards/accuracies': 1.0, 'rewards/margins': 37.548858642578125, 'logps/chosen': -0.909078061580658, 'logps/rejected': -597.88330078125, 'logits/chosen': -4.2448225021362305, 'logits/rejected': -0.555388867855072, 'epoch': 2.64}
{'loss': 0.0, 'grad_norm': 3.3356479470919576e-12, 'learning_rate': 4.6660372905357566e-07, 'rewards/chosen': 5.686290264129639, 'rewards/rejected': -31.90801239013672, 'rewards/accuracies': 1.0, 'rewards/margins': 37.59430694580078, 'logps/chosen': -1.0308618545532227, 'logps/rejected': -606.575439453125, 'logits/chosen': -4.267664909362793, 'logits/rejected': -0.49345988035202026, 'epoch': 2.67}
{'loss': 0.0, 'grad_norm': 3.5265792022731723e-12, 'learning_rate': 4.6188340807174886e-07, 'rewards/chosen': 5.67458438873291, 'rewards/rejected': -32.17100524902344, 'rewards/accuracies': 1.0, 'rewards/margins': 37.84558868408203, 'logps/chosen': -1.007051944732666, 'logps/rejected': -593.6636962890625, 'logits/chosen': -4.311268329620361, 'logits/rejected': -0.6198641061782837, 'epoch': 2.69}
{'loss': 0.0, 'grad_norm': 2.3633311900896938e-14, 'learning_rate': 4.5716308708992205e-07, 'rewards/chosen': 5.671153545379639, 'rewards/rejected': -32.573272705078125, 'rewards/accuracies': 1.0, 'rewards/margins': 38.24443054199219, 'logps/chosen': -1.1600041389465332, 'logps/rejected': -608.8351440429688, 'logits/chosen': -4.283041000366211, 'logits/rejected': -0.5404012799263, 'epoch': 2.71}
{'loss': 0.0, 'grad_norm': 2.392902228361832e-13, 'learning_rate': 4.5244276610809535e-07, 'rewards/chosen': 5.685728549957275, 'rewards/rejected': -32.26348114013672, 'rewards/accuracies': 1.0, 'rewards/margins': 37.94921112060547, 'logps/chosen': -1.2110589742660522, 'logps/rejected': -598.9554443359375, 'logits/chosen': -4.271623134613037, 'logits/rejected': -0.6622958183288574, 'epoch': 2.74}
{'loss': 0.0, 'grad_norm': 6.5396477122448e-10, 'learning_rate': 4.4772244512626854e-07, 'rewards/chosen': 5.687388896942139, 'rewards/rejected': -32.264984130859375, 'rewards/accuracies': 1.0, 'rewards/margins': 37.95237731933594, 'logps/chosen': -0.9401795864105225, 'logps/rejected': -595.2828369140625, 'logits/chosen': -4.301490306854248, 'logits/rejected': -0.6011020541191101, 'epoch': 2.76}
{'loss': 0.0, 'grad_norm': 4.715392663001694e-07, 'learning_rate': 4.4300212414444184e-07, 'rewards/chosen': 5.683122158050537, 'rewards/rejected': -31.24700355529785, 'rewards/accuracies': 1.0, 'rewards/margins': 36.93012237548828, 'logps/chosen': -0.9968016147613525, 'logps/rejected': -574.1617431640625, 'logits/chosen': -4.277805328369141, 'logits/rejected': -0.5977919101715088, 'epoch': 2.78}
{'loss': 0.0, 'grad_norm': 7.953533665006063e-13, 'learning_rate': 4.3828180316261503e-07, 'rewards/chosen': 5.6703691482543945, 'rewards/rejected': -32.304237365722656, 'rewards/accuracies': 1.0, 'rewards/margins': 37.974605560302734, 'logps/chosen': -0.9840150475502014, 'logps/rejected': -588.8046264648438, 'logits/chosen': -4.29895544052124, 'logits/rejected': -0.5836167335510254, 'epoch': 2.81}
{'loss': 0.0, 'grad_norm': 2.4070699386068324e-14, 'learning_rate': 4.335614821807882e-07, 'rewards/chosen': 5.685711860656738, 'rewards/rejected': -32.48894119262695, 'rewards/accuracies': 1.0, 'rewards/margins': 38.174652099609375, 'logps/chosen': -0.9234960675239563, 'logps/rejected': -594.0646362304688, 'logits/chosen': -4.293379306793213, 'logits/rejected': -0.6503457427024841, 'epoch': 2.83}
{'loss': 0.0, 'grad_norm': 1.9562440209397458e-11, 'learning_rate': 4.288411611989615e-07, 'rewards/chosen': 5.706937789916992, 'rewards/rejected': -31.837106704711914, 'rewards/accuracies': 1.0, 'rewards/margins': 37.544044494628906, 'logps/chosen': -0.9333330392837524, 'logps/rejected': -583.4659423828125, 'logits/chosen': -4.295177936553955, 'logits/rejected': -0.655911922454834, 'epoch': 2.86}
{'loss': 0.0, 'grad_norm': 1.0260910870973916e-10, 'learning_rate': 4.241208402171347e-07, 'rewards/chosen': 5.678228378295898, 'rewards/rejected': -32.169612884521484, 'rewards/accuracies': 1.0, 'rewards/margins': 37.847843170166016, 'logps/chosen': -0.9280403256416321, 'logps/rejected': -584.8121337890625, 'logits/chosen': -4.289628028869629, 'logits/rejected': -0.6321851015090942, 'epoch': 2.88}
{'loss': 0.0, 'grad_norm': 6.3476754946355674e-15, 'learning_rate': 4.19400519235308e-07, 'rewards/chosen': 5.6894612312316895, 'rewards/rejected': -32.71527862548828, 'rewards/accuracies': 1.0, 'rewards/margins': 38.40474319458008, 'logps/chosen': -0.9499449133872986, 'logps/rejected': -596.9869384765625, 'logits/chosen': -4.289668083190918, 'logits/rejected': -0.6463566422462463, 'epoch': 2.9}
{'loss': 0.0, 'grad_norm': 4.544747146976655e-14, 'learning_rate': 4.146801982534812e-07, 'rewards/chosen': 5.682185649871826, 'rewards/rejected': -33.31852722167969, 'rewards/accuracies': 1.0, 'rewards/margins': 39.00071334838867, 'logps/chosen': -1.067091941833496, 'logps/rejected': -603.0527954101562, 'logits/chosen': -4.306116104125977, 'logits/rejected': -0.6591737866401672, 'epoch': 2.93}
{'loss': 0.0, 'grad_norm': 4.359007599319398e-11, 'learning_rate': 4.0995987727165445e-07, 'rewards/chosen': 5.697544574737549, 'rewards/rejected': -32.19800567626953, 'rewards/accuracies': 1.0, 'rewards/margins': 37.89555358886719, 'logps/chosen': -1.0412218570709229, 'logps/rejected': -594.793212890625, 'logits/chosen': -4.298135757446289, 'logits/rejected': -0.6950874328613281, 'epoch': 2.95}
{'loss': 0.0, 'grad_norm': 2.0309689693909228e-11, 'learning_rate': 4.052395562898277e-07, 'rewards/chosen': 5.6900634765625, 'rewards/rejected': -32.410343170166016, 'rewards/accuracies': 1.0, 'rewards/margins': 38.10041427612305, 'logps/chosen': -1.134606122970581, 'logps/rejected': -586.47802734375, 'logits/chosen': -4.2976226806640625, 'logits/rejected': -0.6492607593536377, 'epoch': 2.97}
{'loss': 0.0, 'grad_norm': 0.00015287878341041505, 'learning_rate': 4.005192353080009e-07, 'rewards/chosen': 5.7176513671875, 'rewards/rejected': -33.037445068359375, 'rewards/accuracies': 1.0, 'rewards/margins': 38.755088806152344, 'logps/chosen': -0.9509168863296509, 'logps/rejected': -604.2706909179688, 'logits/chosen': -4.30426025390625, 'logits/rejected': -0.6929552555084229, 'epoch': 3.0}
{'loss': 0.0, 'grad_norm': 7.86825182785833e-09, 'learning_rate': 3.957989143261742e-07, 'rewards/chosen': 5.691694259643555, 'rewards/rejected': -33.42591857910156, 'rewards/accuracies': 1.0, 'rewards/margins': 39.117618560791016, 'logps/chosen': -0.9548103213310242, 'logps/rejected': -596.7011108398438, 'logits/chosen': -4.329890251159668, 'logits/rejected': -0.7198125720024109, 'epoch': 3.02}
{'loss': 0.0, 'grad_norm': 6.053708749564901e-12, 'learning_rate': 3.910785933443474e-07, 'rewards/chosen': 5.7059006690979, 'rewards/rejected': -33.36014938354492, 'rewards/accuracies': 1.0, 'rewards/margins': 39.0660514831543, 'logps/chosen': -0.9549833536148071, 'logps/rejected': -609.0857543945312, 'logits/chosen': -4.334263324737549, 'logits/rejected': -0.6972505450248718, 'epoch': 3.04}
{'loss': 0.0, 'grad_norm': 3.0956274713389575e-05, 'learning_rate': 3.8635827236252063e-07, 'rewards/chosen': 5.675965785980225, 'rewards/rejected': -33.438873291015625, 'rewards/accuracies': 1.0, 'rewards/margins': 39.114837646484375, 'logps/chosen': -1.1131019592285156, 'logps/rejected': -612.205078125, 'logits/chosen': -4.32810640335083, 'logits/rejected': -0.6901240348815918, 'epoch': 3.07}
{'loss': 0.0, 'grad_norm': 5.702973900414965e-13, 'learning_rate': 3.816379513806939e-07, 'rewards/chosen': 5.655241012573242, 'rewards/rejected': -32.777679443359375, 'rewards/accuracies': 1.0, 'rewards/margins': 38.432918548583984, 'logps/chosen': -1.1351534128189087, 'logps/rejected': -595.9852905273438, 'logits/chosen': -4.330569267272949, 'logits/rejected': -0.6489900946617126, 'epoch': 3.09}
{'loss': 0.0, 'grad_norm': 3.6489826715779827e-09, 'learning_rate': 3.7691763039886707e-07, 'rewards/chosen': 5.694080352783203, 'rewards/rejected': -33.232032775878906, 'rewards/accuracies': 1.0, 'rewards/margins': 38.92611312866211, 'logps/chosen': -1.0239769220352173, 'logps/rejected': -606.980224609375, 'logits/chosen': -4.327420234680176, 'logits/rejected': -0.6053643226623535, 'epoch': 3.12}
